brand_id,duplicate_brand_id,main_product_title,dup_product_title
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Kick Ass 2 Mouse Pad/Mouse Mat Rectangle by ieasycenter
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Anonymous Mouse Pad/Mouse Mat Rectangle by ieasycenter
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Snow Winter Custom Printed Rectangle Mouse Pad/Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -921022"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Charming Prince Custom Design Personalized Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1019051"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Fashion Icons Laser Technology Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1026084"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Darth Vader Standard Rectangle Gaming Mousepad PIS-116
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Romantic Birds Painting Drawings Custom Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -10112031"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Illustration Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916035"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914021"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Woman Communicates With Orangutan Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -922004"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""beyond imagination Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916025"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Egypt Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -912047"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Horse Motorbike Custom Printed Rectangle Mouse Pad/Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -921011"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Novel Design Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -915061"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Africa: Elephants And Giraffes Custom Design Personalized Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm (9""""*7"""") -1019059"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914035"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Mechanical Ladybird Custom Design Personalized Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1019040"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Germany Flag Abstract Art Custom Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -10112033"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Polka Dot Series Personalized Custom Picture Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -101011"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Generic Personalized Giraffe Family with Sunglasses for Rectangle Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Johnny Depp style Rectangle Mouse Pad designed by Coolphonecases
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Cat Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -923009"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Harry Potter Mysterious Adventure Map Personalized Rectangle Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Horse Motorbike Custom Printed Rectangle Mouse Pad/Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -921011"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Magical Animals Cats Fantasy Cat Kitten Baby Personalized Design Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -100743"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Polka Dot Series Personalized Custom Picture Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -101028"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Lions, Doves, And Elephants Share Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -922003"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Flowers Custom Standard Oblong/Rectangle Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1017036"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Audrey Hepburn Mouse Pad/Mouse Mat Rectangle by ieasycenter
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Custom Blake Griffin NBA Mouse Pad Standard Rectangle Mousepad WP-2101
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Blue moon Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916001"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Abstract Custom Design Personalized Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1019066"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Rectangle Mouse Mat Non-Slip Gaming Computer PC Mouse Pad The Legend of Zelda Print
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -913092"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""19th Century Painting Of Angel Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916049"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Rectangle Mousepad Cloth Cover Romero Britto Non-Slip Rubber Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""By Chance Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916018"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Lion Glowings Custom Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -10112050"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Novel Design Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -915011"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Musicbox Magic Laser Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1031"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Romantic Birds Painting Drawings Custom Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -10112031"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -913041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Rectangle Mousepad Cloth Cover The Legend of Zelda Non-Slip Rubber Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Rectangle Non-Slip Mousepad Gaming Mouse Pad Lion
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Wicked Spiral Abstract Laser Technology Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1026015"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914055"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Musicbox Magic Laser Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1031"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Hibiscus Sky - Red And Gold Tones Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -922034"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Rectangle Mousepad Cloth Cover Giraffe Non-Slip Rubber Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Il Mercato Dei Fiori Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916014"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Moon Night Custom Design Personalized Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1019014"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Il Mercato Dei Fiori Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916014"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",The Hobbit An Unexpected Journey Movie Mouse Pad/Mouse Mat Rectangle by ieasycenter
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Japan Cherry Flowers Personalized Design Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -100712"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Camera Custom Printed Rectangle Mouse Pad/Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -921001"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Unicorn And A Rose Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -922020"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Blue moon Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -916001"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Pink Abstract Paints Personalized Custom Standard Oblong Mouse Pad Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -101801"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Rose For A Unicorn Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -922030"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Customized Rectangle Mousepad Cloth Cover Emoji Non-Slip Rubber Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Polka Dot Series Personalized Custom Picture Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -101021"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -913054"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Awaken Earth Heart Custom Standard Oblong/Rectangle Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1017035"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914056"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Novel Design Fractal Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -915058"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Red Paint Splatters Custom Mouse Pad, Personalized Design Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1024003"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Romantic Birds Painting Drawings Custom Standard Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -10112031"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""For Aiden Requested DIY Printed Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -1023041"""
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""",Green Damask Personalized Rectangle Mouse Pad
18319,18319,"""Custom Printed with Living World Oblong Mouse Pads/ Standard Rectangle Gaming Mousepad in 9""""*7"""" -513123""","""Creative Painting Custom Rectangle Mouse Pad Oblong Gaming Mousepad in 220mm*180mm*3mm 9""""*7"""" -914037"""
